Datum;Tijd;Parameter;Locatie;Waarde;Verwachting;Eenheid;Windrichting;Windrichting eenheid;Bemonsteringshoogte;Referentievlak;
27-5-2023;18:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.61;;m/s;67.10;graden;-999999999;NVT;
27-5-2023;18:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.13;;m/s;53.60;graden;-999999999;NVT;
27-5-2023;18:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;4.92;;m/s;65.70;graden;-999999999;NVT;
27-5-2023;19:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;4.86;;m/s;61.90;graden;-999999999;NVT;
27-5-2023;19:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;4.84;;m/s;63.50;graden;-999999999;NVT;
27-5-2023;19:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.19;;m/s;56.30;graden;-999999999;NVT;
27-5-2023;19:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.30;;m/s;59.20;graden;-999999999;NVT;
27-5-2023;19:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.34;;m/s;29.20;graden;-999999999;NVT;
27-5-2023;19:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.71;;m/s;22.80;graden;-999999999;NVT;
27-5-2023;20:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.14;;m/s;23.20;graden;-999999999;NVT;
27-5-2023;20:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.32;;m/s;26.20;graden;-999999999;NVT;
27-5-2023;20:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.75;;m/s;18.80;graden;-999999999;NVT;
27-5-2023;20:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;5.83;;m/s;18.80;graden;-999999999;NVT;
27-5-2023;20:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.16;;m/s;8.30;graden;-999999999;NVT;
27-5-2023;20:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;7.21;;m/s;7.60;graden;-999999999;NVT;
27-5-2023;21:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.72;;m/s;9.00;graden;-999999999;NVT;
27-5-2023;21:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;6.16;4.40;m/s;15.40;graden;-999999999;NVT;
27-5-2023;21:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
27-5-2023;21:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.90;m/s;;graden;;;
27-5-2023;21:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.20;m/s;;graden;;;
27-5-2023;21:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.40;m/s;;graden;;;
27-5-2023;22:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.70;m/s;;graden;;;
27-5-2023;22:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.60;m/s;;graden;;;
27-5-2023;22:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.50;m/s;;graden;;;
27-5-2023;22:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.40;m/s;;graden;;;
27-5-2023;22:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.30;m/s;;graden;;;
27-5-2023;22:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.20;m/s;;graden;;;
27-5-2023;23:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
27-5-2023;23:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
27-5-2023;23:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
27-5-2023;23:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
27-5-2023;23:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
27-5-2023;23:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;00:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;00:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.20;m/s;;graden;;;
28-5-2023;00:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.30;m/s;;graden;;;
28-5-2023;00:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.40;m/s;;graden;;;
28-5-2023;00:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.50;m/s;;graden;;;
28-5-2023;00:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.60;m/s;;graden;;;
28-5-2023;01:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.70;m/s;;graden;;;
28-5-2023;01:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.60;m/s;;graden;;;
28-5-2023;01:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.50;m/s;;graden;;;
28-5-2023;01:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.40;m/s;;graden;;;
28-5-2023;01:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.30;m/s;;graden;;;
28-5-2023;01:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.20;m/s;;graden;;;
28-5-2023;02:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;02:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;02:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;02:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;02:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;02:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;03:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;03:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.00;m/s;;graden;;;
28-5-2023;03:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.90;m/s;;graden;;;
28-5-2023;03:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.90;m/s;;graden;;;
28-5-2023;03:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.80;m/s;;graden;;;
28-5-2023;03:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.70;m/s;;graden;;;
28-5-2023;04:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;04:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;04:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;04:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;04:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;04:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;05:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;05:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;05:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;05:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;05:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;05:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;06:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;06:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;06:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;06:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;06:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;06:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;07:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;07:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;07:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;07:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;07:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;07:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;08:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;08:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;08:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;08:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;08:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;08:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;09:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.60;m/s;;graden;;;
28-5-2023;09:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.70;m/s;;graden;;;
28-5-2023;09:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.80;m/s;;graden;;;
28-5-2023;09:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.90;m/s;;graden;;;
28-5-2023;09:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;4.90;m/s;;graden;;;
28-5-2023;09:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.00;m/s;;graden;;;
28-5-2023;10:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;10:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;10:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;10:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;10:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;10:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;11:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.10;m/s;;graden;;;
28-5-2023;11:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.20;m/s;;graden;;;
28-5-2023;11:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.30;m/s;;graden;;;
28-5-2023;11:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.40;m/s;;graden;;;
28-5-2023;11:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.50;m/s;;graden;;;
28-5-2023;11:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.60;m/s;;graden;;;
28-5-2023;12:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.70;m/s;;graden;;;
28-5-2023;12:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.80;m/s;;graden;;;
28-5-2023;12:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;5.90;m/s;;graden;;;
28-5-2023;12:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.00;m/s;;graden;;;
28-5-2023;12:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.00;m/s;;graden;;;
28-5-2023;12:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.10;m/s;;graden;;;
28-5-2023;13:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.20;m/s;;graden;;;
28-5-2023;13:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.30;m/s;;graden;;;
28-5-2023;13:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.40;m/s;;graden;;;
28-5-2023;13:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.50;m/s;;graden;;;
28-5-2023;13:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.50;m/s;;graden;;;
28-5-2023;13:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.60;m/s;;graden;;;
28-5-2023;14:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.70;m/s;;graden;;;
28-5-2023;14:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.80;m/s;;graden;;;
28-5-2023;14:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;6.90;m/s;;graden;;;
28-5-2023;14:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.00;m/s;;graden;;;
28-5-2023;14:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.00;m/s;;graden;;;
28-5-2023;14:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.10;m/s;;graden;;;
28-5-2023;15:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.20;m/s;;graden;;;
28-5-2023;15:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.30;m/s;;graden;;;
28-5-2023;15:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.40;m/s;;graden;;;
28-5-2023;15:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.50;m/s;;graden;;;
28-5-2023;15:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.50;m/s;;graden;;;
28-5-2023;15:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.60;m/s;;graden;;;
28-5-2023;16:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.70;m/s;;graden;;;
28-5-2023;16:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.70;m/s;;graden;;;
28-5-2023;16:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.70;m/s;;graden;;;
28-5-2023;16:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.70;m/s;;graden;;;
28-5-2023;16:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.70;m/s;;graden;;;
28-5-2023;16:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.70;m/s;;graden;;;
28-5-2023;17:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.70;m/s;;graden;;;
28-5-2023;17:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.80;m/s;;graden;;;
28-5-2023;17:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;7.90;m/s;;graden;;;
28-5-2023;17:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.00;m/s;;graden;;;
28-5-2023;17:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.00;m/s;;graden;;;
28-5-2023;17:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.10;m/s;;graden;;;
28-5-2023;18:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;18:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;18:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;18:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;18:40:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;18:50:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;19:00:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;19:10:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;19:20:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
28-5-2023;19:30:00;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;IJmuiden Buitenhaven;;8.20;m/s;;graden;;;
